order_id,pizza_id,quantity,date,time
37,mexicana_l,1,1/2/2015,15:29:31
38,hawaiian_s,1,1/2/2015,16:17:16
38,ital_cpcllo_l,1,1/2/2015,16:18:04
39,ital_supr_l,1,1/2/2015,16:21:20
40,four_cheese_l,1,1/2/2015,16:45:33
40,southw_ckn_s,1,1/2/2015,17:18:18
41,four_cheese_m,1,1/2/2015,17:45:42
41,green_garden_s,1,1/2/2015,17:46:17
42,big_meat_s,1,1/2/2015,17:51:33
42,five_cheese_l,1,1/2/2015,17:54:04
42,mexicana_l,1,1/2/2015,18:02:09
42,peppr_salami_m,1,1/2/2015,18:02:12
43,ckn_alfredo_m,1,1/2/2015,18:12:01
43,ital_supr_m,1,1/2/2015,18:12:13
43,peppr_salami_l,1,1/2/2015,18:25:09
44,spin_pesto_s,1,1/2/2015,18:25:25
45,four_cheese_l,1,1/2/2015,18:27:50
45,hawaiian_s,1,1/2/2015,18:36:19
45,thai_ckn_m,1,1/2/2015,18:38:01
46,ckn_pesto_l,1,1/2/2015,18:41:40
46,classic_dlx_l,1,1/2/2015,18:50:21
46,thai_ckn_m,1,1/2/2015,18:59:32
47,southw_ckn_l,1,1/2/2015,19:05:17
47,veggie_veg_s,1,1/2/2015,19:18:49
48,ckn_pesto_m,1,1/2/2015,19:23:02
48,green_garden_s,1,1/2/2015,19:26:59
48,prsc_argla_l,1,1/2/2015,19:32:29
48,spicy_ital_l,1,1/2/2015,19:35:07
49,sicilian_l,1,1/2/2015,19:38:48
50,the_greek_xl,1,1/2/2015,19:50:19
51,bbq_ckn_l,1,1/2/2015,20:12:09
51,pep_msh_pep_l,1,1/2/2015,20:12:34
52,hawaiian_l,1,1/2/2015,20:31:06
52,mexicana_l,1,1/2/2015,20:53:42
52,spicy_ital_l,1,1/2/2015,20:58:23
53,pep_msh_pep_s,1,1/2/2015,21:05:06
53,spinach_supr_m,1,1/2/2015,21:13:02
54,prsc_argla_m,1,1/2/2015,21:14:55
54,thai_ckn_l,1,1/2/2015,21:33:10
55,peppr_salami_s,1,1/2/2015,21:42:45
55,spicy_ital_l,1,1/2/2015,22:00:17
56,classic_dlx_m,1,1/2/2015,22:13:24
56,mediterraneo_l,1,1/2/2015,22:29:34
56,southw_ckn_m,1,1/2/2015,22:32:49
57,classic_dlx_m,1,1/3/2015,11:34:10
58,five_cheese_l,1,1/3/2015,11:44:50
58,pepperoni_m,1,1/3/2015,11:57:39
59,ital_veggie_s,1,1/3/2015,12:26:44
59,pep_msh_pep_s,1,1/3/2015,13:16:01
59,pepperoni_l,1,1/3/2015,13:33:59
60,ckn_pesto_l,1,1/3/2015,13:41:36
60,four_cheese_m,1,1/3/2015,13:44:28
61,bbq_ckn_m,1,1/3/2015,13:53:48
61,ital_supr_l,1,1/3/2015,14:22:10
62,bbq_ckn_m,1,1/3/2015,14:32:51
62,spinach_supr_m,1,1/3/2015,14:40:42
63,pep_msh_pep_m,1,1/3/2015,14:48:45
64,big_meat_s,1,1/3/2015,14:49:58
65,pep_msh_pep_s,1,1/3/2015,15:09:34
65,sicilian_s,1,1/3/2015,15:09:42
65,spicy_ital_s,1,1/3/2015,15:16:34
65,spinach_supr_m,1,1/3/2015,15:22:43
66,classic_dlx_m,1,1/3/2015,15:28:59
66,ital_cpcllo_m,1,1/3/2015,15:42:19
67,southw_ckn_l,1,1/3/2015,15:43:03
68,classic_dlx_m,1,1/3/2015,15:54:30
68,ital_supr_l,1,1/3/2015,15:59:22
68,ital_supr_m,1,1/3/2015,16:35:33
69,bbq_ckn_l,1,1/3/2015,16:43:46
70,ital_veggie_s,1,1/3/2015,16:51:22
70,soppressata_l,1,1/3/2015,16:54:54
71,thai_ckn_l,1,1/3/2015,16:56:33
72,spinach_fet_l,1,1/3/2015,16:57:37
73,thai_ckn_s,1,1/3/2015,16:58:51
74,five_cheese_l,1,1/3/2015,17:00:49
74,mexicana_l,1,1/3/2015,17:02:27
74,spin_pesto_s,1,1/3/2015,17:15:48
74,spinach_supr_l,1,1/3/2015,17:21:31
75,ital_supr_s,1,1/3/2015,17:23:03
75,mediterraneo_l,1,1/3/2015,17:29:24
75,napolitana_l,1,1/3/2015,17:35:30
76,big_meat_s,1,1/3/2015,17:37:49
76,hawaiian_l,1,1/3/2015,17:50:51
76,ital_veggie_l,1,1/3/2015,17:51:57
76,spicy_ital_l,1,1/3/2015,17:54:36
77,bbq_ckn_m,1,1/3/2015,18:15:03
77,hawaiian_m,1,1/3/2015,18:20:14
78,big_meat_s,1,1/3/2015,18:33:34
78,classic_dlx_s,1,1/3/2015,18:49:32
78,four_cheese_l,1,1/3/2015,18:50:10
78,ital_cpcllo_m,1,1/3/2015,18:54:55
78,spicy_ital_l,3,1/3/2015,18:59:05
78,thai_ckn_s,1,1/3/2015,19:08:33
79,ital_cpcllo_l,1,1/3/2015,19:36:00
79,pep_msh_pep_s,1,1/3/2015,19:37:12
79,thai_ckn_l,1,1/3/2015,20:08:39
80,pepperoni_s,1,1/3/2015,20:12:14
80,thai_ckn_m,1,1/3/2015,20:14:23
81,thai_ckn_l,1,1/3/2015,20:24:50
82,big_meat_s,1,1/3/2015,20:30:08
82,cali_ckn_m,1,1/3/2015,20:55:47
82,spicy_ital_l,1,1/3/2015,21:21:24
82,veggie_veg_m,1,1/3/2015,21:25:20
83,southw_ckn_s,1,1/3/2015,21:40:14
84,pepperoni_l,1,1/3/2015,21:47:48
85,classic_dlx_m,1,1/3/2015,21:55:42
85,classic_dlx_s,1,1/3/2015,22:10:38
85,ital_supr_l,1,1/3/2015,22:24:05
85,the_greek_m,1,1/3/2015,22:29:59
86,hawaiian_l,1,1/3/2015,22:50:29
87,ital_cpcllo_m,1,1/4/2015,11:30:48
87,mexicana_m,1,1/4/2015,11:36:25
87,spinach_supr_l,1,1/4/2015,11:43:54
87,spinach_supr_s,1,1/4/2015,11:45:10
88,five_cheese_l,1,1/4/2015,12:03:58
89,soppressata_l,1,1/4/2015,12:12:05
89,thai_ckn_l,1,1/4/2015,12:29:17
90,sicilian_l,1,1/4/2015,12:34:13
90,thai_ckn_s,1,1/4/2015,12:54:20
91,bbq_ckn_l,2,1/4/2015,13:16:03
91,ckn_pesto_s,1,1/4/2015,13:20:39
91,pepperoni_s,1,1/4/2015,13:39:16
92,bbq_ckn_m,1,1/4/2015,13:44:49
92,ital_supr_l,1,1/4/2015,14:31:56
92,ital_supr_m,1,1/4/2015,14:35:03
92,ital_veggie_s,1,1/4/2015,14:35:11
92,pepperoni_m,1,1/4/2015,14:42:01
92,peppr_salami_m,1,1/4/2015,15:31:59
92,spinach_fet_s,1,1/4/2015,15:33:18
92,spinach_supr_s,1,1/4/2015,15:46:38
92,the_greek_m,2,1/4/2015,16:08:20
93,sicilian_m,1,1/4/2015,16:39:58
94,ital_cpcllo_m,1,1/4/2015,16:41:48
94,southw_ckn_s,1,1/4/2015,16:59:39
95,napolitana_s,1,1/4/2015,17:24:39
95,peppr_salami_l,1,1/4/2015,17:31:24
96,napolitana_s,1,1/4/2015,17:37:57
97,big_meat_s,1,1/4/2015,17:58:38
98,classic_dlx_l,1,1/4/2015,18:04:18
98,napolitana_l,1,1/4/2015,18:21:59
99,ital_supr_l,1,1/4/2015,18:26:51
100,hawaiian_l,1,1/4/2015,18:36:09
101,cali_ckn_l,1,1/4/2015,18:51:30
101,pepperoni_l,1,1/4/2015,19:21:04
101,soppressata_l,1,1/4/2015,19:27:48
101,spicy_ital_m,1,1/4/2015,19:45:15
102,bbq_ckn_s,1,1/4/2015,19:57:52
102,prsc_argla_s,1,1/4/2015,20:10:24
103,spinach_supr_s,1,1/4/2015,20:11:25
104,bbq_ckn_m,1,1/4/2015,20:15:29
104,ckn_alfredo_m,1,1/4/2015,20:26:17
104,ital_veggie_m,1,1/4/2015,20:26:22
104,veggie_veg_l,1,1/4/2015,20:28:41
105,hawaiian_s,2,1/4/2015,20:30:48
105,pepperoni_l,1,1/4/2015,20:55:29
105,prsc_argla_m,1,1/4/2015,20:58:19
106,mexicana_l,1,1/4/2015,21:06:16
106,spicy_ital_l,1,1/4/2015,21:07:05
107,cali_ckn_l,1,1/4/2015,21:10:05
107,ital_supr_m,1,1/4/2015,22:13:15
107,spicy_ital_l,1,1/4/2015,22:16:18
107,veggie_veg_l,1,1/4/2015,22:22:13
108,classic_dlx_l,1,1/5/2015,11:23:35
108,hawaiian_l,1,1/5/2015,11:56:06
108,spinach_supr_l,1,1/5/2015,11:59:04
109,ital_cpcllo_l,1,1/5/2015,11:59:23
109,ital_supr_l,1,1/5/2015,12:04:25
109,pepperoni_m,1,1/5/2015,12:06:27
109,prsc_argla_l,1,1/5/2015,12:38:29
110,big_meat_s,1,1/5/2015,12:42:01
110,napolitana_l,1,1/5/2015,12:57:22
110,soppressata_l,1,1/5/2015,13:03:59
110,spicy_ital_s,1,1/5/2015,13:04:42
111,cali_ckn_m,1,1/5/2015,13:09:29
111,five_cheese_l,1,1/5/2015,13:37:50
111,pepperoni_m,1,1/5/2015,13:40:46
111,spin_pesto_l,1,1/5/2015,13:49:34
112,pepperoni_s,1,1/5/2015,14:09:02
113,cali_ckn_l,1,1/5/2015,14:22:19
113,mexicana_l,1,1/5/2015,14:24:05
113,southw_ckn_m,1,1/5/2015,14:28:00
114,pepperoni_l,1,1/5/2015,14:36:33
114,sicilian_s,1,1/5/2015,14:38:14
115,big_meat_s,1,1/5/2015,15:18:18
115,napolitana_l,1,1/5/2015,15:41:50
115,thai_ckn_m,1,1/5/2015,15:49:21
116,five_cheese_l,1,1/5/2015,16:07:03
117,peppr_salami_m,1,1/5/2015,16:20:23
117,sicilian_l,1,1/5/2015,16:33:48
118,prsc_argla_l,1,1/5/2015,16:49:38
118,spinach_fet_s,1,1/5/2015,16:51:43
119,four_cheese_m,1,1/5/2015,16:58:16
120,classic_dlx_s,1,1/5/2015,16:58:38
120,hawaiian_s,1,1/5/2015,17:01:23
120,spinach_fet_l,1,1/5/2015,17:30:09
121,bbq_ckn_m,1,1/5/2015,17:32:44
121,four_cheese_l,1,1/5/2015,17:36:23
121,sicilian_l,1,1/5/2015,17:41:16
121,southw_ckn_l,1,1/5/2015,17:44:39
122,ital_supr_m,1,1/5/2015,17:48:59
123,ital_cpcllo_s,1,1/5/2015,17:58:38
124,bbq_ckn_s,1,1/5/2015,18:16:35
124,sicilian_l,1,1/5/2015,18:20:12
124,spicy_ital_l,1,1/5/2015,18:46:54
124,the_greek_s,1,1/5/2015,19:02:18
125,the_greek_xl,1,1/5/2015,19:10:36
126,veggie_veg_l,1,1/5/2015,19:34:31
127,pepperoni_m,1,1/5/2015,19:42:54
128,spicy_ital_s,1,1/5/2015,19:45:58
129,big_meat_s,1,1/5/2015,19:57:37
129,the_greek_m,1,1/5/2015,20:02:51
130,hawaiian_s,1,1/5/2015,20:07:58
130,ital_cpcllo_l,1,1/5/2015,20:35:40
130,mexicana_m,1,1/5/2015,20:37:40
130,southw_ckn_s,1,1/5/2015,21:45:38
131,ckn_pesto_l,1,1/5/2015,21:59:46
131,five_cheese_l,1,1/6/2015,11:39:06
131,green_garden_s,1,1/6/2015,11:40:48
131,spinach_supr_s,1,1/6/2015,11:57:27
132,pepperoni_s,1,1/6/2015,12:05:21
133,bbq_ckn_l,1,1/6/2015,12:09:09
133,hawaiian_l,1,1/6/2015,12:11:58
133,the_greek_s,1,1/6/2015,12:17:40
134,big_meat_s,1,1/6/2015,12:29:34
134,southw_ckn_l,1,1/6/2015,12:31:00
134,spinach_supr_s,1,1/6/2015,12:45:14
135,veggie_veg_l,1,1/6/2015,12:46:22
136,five_cheese_l,1,1/6/2015,12:46:40
136,peppr_salami_s,1,1/6/2015,12:56:21
137,mediterraneo_l,1,1/6/2015,13:02:13
137,pepperoni_s,1,1/6/2015,13:05:33
137,spicy_ital_m,1,1/6/2015,13:06:44
138,cali_ckn_m,1,1/6/2015,13:07:32
138,four_cheese_l,1,1/6/2015,13:10:13
138,ital_veggie_l,1,1/6/2015,13:10:54
138,sicilian_m,1,1/6/2015,13:16:35
139,five_cheese_l,1,1/6/2015,13:22:44
140,prsc_argla_s,1,1/6/2015,13:27:11
140,veggie_veg_m,1,1/6/2015,13:43:30
141,classic_dlx_m,1,1/6/2015,14:12:01
142,green_garden_m,1,1/6/2015,14:16:36
143,cali_ckn_s,1,1/6/2015,14:24:18
143,classic_dlx_s,1,1/6/2015,14:24:47
143,hawaiian_l,1,1/6/2015,14:51:41
143,mexicana_m,1,1/6/2015,15:03:12
143,pepperoni_l,1,1/6/2015,15:18:26
143,prsc_argla_s,1,1/6/2015,15:25:13
143,thai_ckn_l,1,1/6/2015,15:35:32
143,veggie_veg_m,1,1/6/2015,15:35:47
144,bbq_ckn_m,3,1/6/2015,15:44:12
144,big_meat_s,1,1/6/2015,15:45:37
144,cali_ckn_l,1,1/6/2015,16:01:11
144,ckn_pesto_m,1,1/6/2015,16:01:47
144,five_cheese_l,1,1/6/2015,16:30:00
144,four_cheese_l,1,1/6/2015,16:37:17
144,pep_msh_pep_s,1,1/6/2015,16:49:12
144,southw_ckn_l,1,1/6/2015,17:25:58
144,southw_ckn_s,1,1/6/2015,17:37:05
144,spicy_ital_l,1,1/6/2015,17:37:29
144,thai_ckn_m,1,1/6/2015,17:45:48
144,veggie_veg_l,1,1/6/2015,17:59:48
145,the_greek_s,1,1/6/2015,18:01:44
146,cali_ckn_l,1,1/6/2015,18:14:45
146,four_cheese_m,1,1/6/2015,18:16:05
146,hawaiian_m,1,1/6/2015,18:27:58
147,the_greek_xl,1,1/6/2015,18:30:12
148,mediterraneo_s,1,1/6/2015,18:33:08
149,spinach_fet_m,1,1/6/2015,18:50:38
150,pepperoni_m,1,1/6/2015,19:12:38
151,southw_ckn_l,1,1/6/2015,19:13:36
151,spinach_supr_s,1,1/6/2015,19:20:31
152,hawaiian_s,1,1/6/2015,19:27:24
152,spinach_fet_l,1,1/6/2015,19:37:26
152,thai_ckn_s,1,1/6/2015,20:04:20
152,the_greek_m,1,1/6/2015,20:05:12
153,mexicana_m,1,1/6/2015,20:28:16
154,prsc_argla_s,1,1/6/2015,20:30:06
155,ckn_pesto_s,1,1/6/2015,21:02:30
155,napolitana_l,1,1/6/2015,21:15:20
155,pepperoni_l,1,1/6/2015,22:26:59
155,peppr_salami_l,1,1/7/2015,11:45:18
156,napolitana_m,1,1/7/2015,11:55:59
156,thai_ckn_l,1,1/7/2015,11:58:36
157,ital_supr_l,1,1/7/2015,12:01:17
157,mediterraneo_m,1,1/7/2015,12:03:18
157,sicilian_m,1,1/7/2015,12:19:37
157,spin_pesto_m,1,1/7/2015,12:25:37
158,ital_veggie_m,1,1/7/2015,12:32:10
158,thai_ckn_m,1,1/7/2015,12:33:06
159,four_cheese_l,1,1/7/2015,12:33:07
159,thai_ckn_m,1,1/7/2015,12:43:59
160,classic_dlx_m,1,1/7/2015,12:51:46
161,hawaiian_s,1,1/7/2015,12:54:19
161,spicy_ital_m,1,1/7/2015,12:58:16
161,the_greek_xl,1,1/7/2015,13:03:14
162,big_meat_s,1,1/7/2015,13:04:56
163,hawaiian_m,1,1/7/2015,13:10:17
163,pepperoni_l,1,1/7/2015,13:15:32
163,the_greek_m,1,1/7/2015,13:25:31
164,cali_ckn_l,1,1/7/2015,13:36:47
164,pepperoni_m,1,1/7/2015,13:48:31
165,prsc_argla_m,1,1/7/2015,14:02:18
166,prsc_argla_s,1,1/7/2015,14:11:08
167,bbq_ckn_l,1,1/7/2015,14:12:21
167,ital_supr_m,1,1/7/2015,14:31:10
167,pepperoni_m,1,1/7/2015,14:56:26
168,big_meat_s,1,1/7/2015,15:47:49
168,veggie_veg_m,1,1/7/2015,16:03:07
169,four_cheese_l,1,1/7/2015,16:08:35
169,ital_cpcllo_s,1,1/7/2015,16:24:46
169,sicilian_m,1,1/7/2015,16:26:10
170,hawaiian_l,1,1/7/2015,16:39:27
171,napolitana_m,1,1/7/2015,16:44:16
172,napolitana_s,1,1/7/2015,16:50:49
172,spinach_supr_m,1,1/7/2015,16:56:42
172,thai_ckn_l,1,1/7/2015,17:09:09
173,cali_ckn_m,1,1/7/2015,17:15:04
173,classic_dlx_m,1,1/7/2015,17:33:49
173,veggie_veg_l,1,1/7/2015,17:58:09
174,big_meat_s,1,1/7/2015,18:07:46
174,cali_ckn_l,1,1/7/2015,18:11:32
174,cali_ckn_m,1,1/7/2015,18:13:22
174,ital_cpcllo_m,1,1/7/2015,18:16:23
175,ital_supr_l,1,1/7/2015,18:17:42
176,cali_ckn_l,1,1/7/2015,18:24:40
176,peppr_salami_m,1,1/7/2015,18:40:11
177,napolitana_s,1,1/7/2015,19:02:31
177,thai_ckn_l,1,1/7/2015,19:04:40
178,peppr_salami_l,1,1/7/2015,19:21:58
179,hawaiian_l,1,1/7/2015,19:30:25
179,sicilian_m,1,1/7/2015,19:45:07
179,veggie_veg_s,1,1/7/2015,20:01:28
180,classic_dlx_l,1,1/7/2015,20:21:19
180,prsc_argla_l,1,1/7/2015,20:25:45
181,mexicana_l,1,1/7/2015,21:49:00
182,brie_carre_s,1,1/7/2015,22:05:00
182,peppr_salami_l,1,1/7/2015,22:16:53
183,napolitana_m,1,1/7/2015,22:46:13
183,spin_pesto_l,1,1/8/2015,11:17:13
183,spin_pesto_s,1,1/8/2015,11:39:07
184,hawaiian_l,1,1/8/2015,11:49:50
185,sicilian_m,1,1/8/2015,11:54:14
185,spin_pesto_s,1,1/8/2015,12:06:09
186,mexicana_l,1,1/8/2015,12:07:21
186,southw_ckn_l,1,1/8/2015,12:07:54
186,spin_pesto_l,1,1/8/2015,12:08:38
186,thai_ckn_l,1,1/8/2015,12:13:08
187,five_cheese_l,1,1/8/2015,12:16:34
187,spin_pesto_l,1,1/8/2015,12:16:58
188,five_cheese_l,1,1/8/2015,12:28:49
188,pepperoni_s,1,1/8/2015,12:34:20
188,peppr_salami_l,1,1/8/2015,12:40:05
189,big_meat_s,2,1/8/2015,12:57:39
189,thai_ckn_s,1,1/8/2015,12:58:01
190,bbq_ckn_l,1,1/8/2015,13:02:00
190,four_cheese_m,1,1/8/2015,13:03:34
190,pep_msh_pep_s,1,1/8/2015,13:04:15
190,prsc_argla_l,1,1/8/2015,13:07:53
191,cali_ckn_l,1,1/8/2015,13:19:06
191,ckn_alfredo_m,1,1/8/2015,13:24:11
192,sicilian_s,1,1/8/2015,13:27:14
192,southw_ckn_l,1,1/8/2015,13:31:40
193,big_meat_s,1,1/8/2015,13:39:14
193,cali_ckn_m,1,1/8/2015,13:47:53
193,ckn_alfredo_l,2,1/8/2015,13:59:04
194,bbq_ckn_s,1,1/8/2015,14:00:05
195,bbq_ckn_l,1,1/8/2015,14:14:02
196,sicilian_s,1,1/8/2015,14:19:58
196,spicy_ital_m,1,1/8/2015,14:21:19
196,veggie_veg_m,1,1/8/2015,14:38:41
197,four_cheese_l,1,1/8/2015,14:40:28
197,ital_cpcllo_l,1,1/8/2015,14:49:01
197,ital_veggie_l,1,1/8/2015,14:55:23
197,soppressata_l,1,1/8/2015,15:30:10
198,big_meat_s,1,1/8/2015,15:33:13
198,ckn_alfredo_l,1,1/8/2015,15:36:12
199,ckn_alfredo_m,1,1/8/2015,15:37:18
200,the_greek_xl,1,1/8/2015,15:49:13
201,calabrese_m,1,1/8/2015,16:20:26
201,ckn_pesto_l,1,1/8/2015,16:29:50
201,ital_supr_l,1,1/8/2015,16:41:27
201,the_greek_xl,1,1/8/2015,16:47:48
202,cali_ckn_s,1,1/8/2015,17:15:17
203,cali_ckn_l,1,1/8/2015,17:27:56
203,ital_veggie_m,1,1/8/2015,17:30:04
203,pep_msh_pep_l,1,1/8/2015,17:35:56
203,the_greek_s,1,1/8/2015,17:37:03
204,spicy_ital_l,1,1/8/2015,17:41:31
205,cali_ckn_s,1,1/8/2015,17:41:37
205,ckn_alfredo_m,1,1/8/2015,17:52:42
205,prsc_argla_s,1,1/8/2015,17:54:05
206,napolitana_m,1,1/8/2015,18:02:54
206,pepperoni_s,1,1/8/2015,18:07:31
206,spicy_ital_l,1,1/8/2015,18:15:08
207,spicy_ital_l,1,1/8/2015,18:30:16
208,bbq_ckn_l,1,1/8/2015,18:46:02
208,bbq_ckn_s,1,1/8/2015,18:48:43
208,ckn_alfredo_m,1,1/8/2015,18:49:24
208,pepperoni_m,1,1/8/2015,19:01:12
208,the_greek_m,1,1/8/2015,19:06:21
209,cali_ckn_l,1,1/8/2015,19:31:47
210,spinach_fet_s,1,1/8/2015,19:38:40
211,pepperoni_s,1,1/8/2015,19:42:52
212,ital_cpcllo_l,1,1/8/2015,19:46:18
213,four_cheese_l,1,1/8/2015,19:49:26
214,ital_cpcllo_l,1,1/8/2015,20:02:25
214,ital_supr_m,1,1/8/2015,21:10:46
214,mexicana_s,1,1/8/2015,21:46:49
214,spin_pesto_m,1,1/8/2015,21:51:31
215,green_garden_s,1,1/8/2015,22:26:08
216,bbq_ckn_m,1,1/9/2015,11:16:21
216,five_cheese_l,1,1/9/2015,11:48:18
216,hawaiian_l,1,1/9/2015,11:55:10
217,classic_dlx_m,1,1/9/2015,12:02:09
217,spinach_fet_s,1,1/9/2015,12:06:03
218,spicy_ital_m,1,1/9/2015,12:13:32
219,bbq_ckn_l,1,1/9/2015,12:13:58
219,five_cheese_l,1,1/9/2015,12:15:03
219,peppr_salami_m,1,1/9/2015,12:18:21
219,spinach_fet_m,1,1/9/2015,12:19:24
220,hawaiian_s,1,1/9/2015,12:22:48
220,ital_cpcllo_s,1,1/9/2015,12:26:47
220,napolitana_l,1,1/9/2015,13:07:37
220,spicy_ital_l,1,1/9/2015,13:09:09
221,five_cheese_l,1,1/9/2015,13:09:11
221,prsc_argla_m,1,1/9/2015,13:11:25
221,the_greek_s,1,1/9/2015,13:15:20
222,four_cheese_l,1,1/9/2015,13:22:33
222,sicilian_s,1,1/9/2015,13:43:07
223,pep_msh_pep_s,1,1/9/2015,14:09:33
224,ckn_alfredo_s,1,1/9/2015,14:42:14
224,ital_supr_m,1,1/9/2015,14:51:35
224,napolitana_m,1,1/9/2015,15:08:46
224,thai_ckn_l,1,1/9/2015,15:10:13
225,bbq_ckn_l,1,1/9/2015,15:23:37
225,bbq_ckn_m,1,1/9/2015,15:27:21
225,southw_ckn_s,1,1/9/2015,15:31:01
226,classic_dlx_l,1,1/9/2015,15:43:01
227,bbq_ckn_m,1,1/9/2015,15:58:10
227,the_greek_m,1,1/9/2015,16:14:28
228,ital_veggie_s,1,1/9/2015,16:28:43
229,ital_veggie_l,1,1/9/2015,16:43:32
229,prsc_argla_l,1,1/9/2015,17:08:47
229,spin_pesto_s,1,1/9/2015,17:18:50
230,thai_ckn_m,1,1/9/2015,17:23:52
231,cali_ckn_l,1,1/9/2015,17:44:04
231,napolitana_s,1,1/9/2015,17:51:34
231,prsc_argla_s,1,1/9/2015,17:52:41
232,bbq_ckn_m,1,1/9/2015,18:07:47
232,spinach_supr_l,1,1/9/2015,18:08:06
233,spinach_fet_s,1,1/9/2015,18:23:59
234,ckn_alfredo_m,1,1/9/2015,18:31:04
234,ital_supr_s,1,1/9/2015,18:46:28
